Id,tableId,rowIndex,status_bin,status_txt,status,status_code,predicted_prob,predicted_status_code,predicted_status_label,unresolved_prob,resolved_prob
3743,a7d32500-cb44-41ae-8c61-fbf7ce97a052,37,Resolv ed,"Harrow , seed and fertilize to enhance lightly  v egetated areas.",Resolved,1,[0.9520766  0.04792344],0,Unresolved,0.9520766,0.04792344
3744,a7d32500-cb44-41ae-8c61-fbf7ce97a052,38,Resolv ed,"To help address this concern the top 2 culv erts (18 inch culv erts) on the access trail were remov ed and replaced w ith 24 inch culv erts.  The remov ed culverts were both installed upslope to further reduce and distribute flow s.  There are now a total of 7 cross-drain culv erts on the slope from about KP 22.500 to KP 23.000 (see Photos 9 and 10 in Section 5.2).  There are no w atercourses in the area, only  surface flow s from the adjacent minor slopes.",Resolved,1,[0.0032248 0.9967752],1,Resolved,0.003224796,0.9967752
3745,a7d32500-cb44-41ae-8c61-fbf7ce97a052,39,Resolv ed,The area on the ROW and adjacent to the ROW (at the landow ners request) w as re-graded to establish a self draining contour to deal w ith all w ater ponding on and just off the ROW.  The area w as then seeded (to a landow ner requested mix ) and track packed (see Photos 11 and 12 in Section 5.2).,Resolved,1,[0.01792108 0.98207897],1,Resolved,0.017921079,0.98207897
3746,a7d32500-cb44-41ae-8c61-fbf7ce97a052,40,Resolv ed,No action required,Resolved,1,[6.1089284e-04 9.9938905e-01],1,Resolved,0.000610893,0.99938905
3747,a7d32500-cb44-41ae-8c61-fbf7ce97a052,41,Resolv ed,"Harrow , seed and fertilize areas of sparse v egetation on the south end of the lay dow n yard.  It should also be noted that this area (or a portion of the area) is now  being used by  another company  doing w ork directly  to the east.",Resolved,1,[0.01263337 0.9873667 ],1,Resolved,0.012633368,0.9873667
4328,c070f415-a562-4d98-be28-88b8aafb2e2c,1,Unresolved,Monitor in 2019,Unresolved,0,[0.9907019  0.00929811],0,Unresolved,0.9907019,0.009298114
4329,c070f415-a562-4d98-be28-88b8aafb2e2c,2,Unresolved,Monitor in 2019,Unresolved,0,[0.9905111  0.00948889],0,Unresolved,0.9905111,0.009488893
4330,c070f415-a562-4d98-be28-88b8aafb2e2c,3,Unresolved,Monitor in 2019,Unresolved,0,[0.9924601  0.00753998],0,Unresolved,0.9924601,0.007539985
4332,c070f415-a562-4d98-be28-88b8aafb2e2c,5,Unresolved,Monitor in 2019,Unresolved,0,[0.98764557 0.01235443],0,Unresolved,0.98764557,0.012354435
4333,c070f415-a562-4d98-be28-88b8aafb2e2c,6,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.989584   0.01041591],0,Unresolved,0.989584,0.010415912
4334,c070f415-a562-4d98-be28-88b8aafb2e2c,7,Unresolved,Monitor in 2019,Unresolved,0,[0.9931722  0.00682771],0,Unresolved,0.9931722,0.006827714
4335,c070f415-a562-4d98-be28-88b8aafb2e2c,8,Unresolved,Monitor in 2019,Unresolved,0,[0.98761576 0.01238418],0,Unresolved,0.98761576,0.012384179
4339,c070f415-a562-4d98-be28-88b8aafb2e2c,12,Unresolved,Monitor in 2019,Unresolved,0,[0.9933717  0.00662823],0,Unresolved,0.9933717,0.00662823
4341,c070f415-a562-4d98-be28-88b8aafb2e2c,14,Unresolved,Monitor in 2019,Unresolved,0,[0.9951197  0.00488028],0,Unresolved,0.9951197,0.00488028
4343,c070f415-a562-4d98-be28-88b8aafb2e2c,16,Unresolved,Monitor in 2019,Unresolved,0,[0.9906843  0.00931573],0,Unresolved,0.9906843,0.009315732
4344,c070f415-a562-4d98-be28-88b8aafb2e2c,17,Unresolved,Monitor in 2019,Unresolved,0,[0.9942154  0.00578464],0,Unresolved,0.9942154,0.005784645
4347,c070f415-a562-4d98-be28-88b8aafb2e2c,20,Unresolved,Monitor in 2019,Unresolved,0,[0.99106485 0.00893517],0,Unresolved,0.99106485,0.008935174
4349,c070f415-a562-4d98-be28-88b8aafb2e2c,22,Unresolved,Monitor in 2019,Unresolved,0,[0.990204 0.009796],0,Unresolved,0.990204,0.009795996
4350,c070f415-a562-4d98-be28-88b8aafb2e2c,23,Unresolved,Monitor in 2019,Unresolved,0,[0.9885328  0.01146729],0,Unresolved,0.9885328,0.011467292
4351,c070f415-a562-4d98-be28-88b8aafb2e2c,24,Unresolved,Monitor in 2019,Unresolved,0,[0.99055636 0.00944365],0,Unresolved,0.99055636,0.009443651
4352,c070f415-a562-4d98-be28-88b8aafb2e2c,25,Unresolved,Monitor in 2019,Unresolved,0,[0.9926906  0.00730943],0,Unresolved,0.9926906,0.007309433
4353,c070f415-a562-4d98-be28-88b8aafb2e2c,26,Unresolved,Monitor in 2019,Unresolved,0,[0.9909009  0.00909914],0,Unresolved,0.9909009,0.009099135
4354,c070f415-a562-4d98-be28-88b8aafb2e2c,27,Unresolved,Monitor in 2019,Unresolved,0,[0.9932185  0.00678157],0,Unresolved,0.9932185,0.006781574
4356,c070f415-a562-4d98-be28-88b8aafb2e2c,29,Unresolved,Monitor in 2019,Unresolved,0,[0.9932888  0.00671125],0,Unresolved,0.9932888,0.006711246
4359,c070f415-a562-4d98-be28-88b8aafb2e2c,32,Unresolved,Monitor in 2019,Unresolved,0,[0.9929268  0.00707319],0,Unresolved,0.9929268,0.00707319
4369,c070f415-a562-4d98-be28-88b8aafb2e2c,42,Unresolved,Monitor in 2019 and <s>control as required</s>,Unresolved,0,[0.9878592  0.01214081],0,Unresolved,0.9878592,0.012140809
4371,c070f415-a562-4d98-be28-88b8aafb2e2c,44,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.9921267  0.00787323],0,Unresolved,0.9921267,0.007873226
4372,c070f415-a562-4d98-be28-88b8aafb2e2c,45,Unresolved,Monitor in 2019,Unresolved,0,[0.9918521  0.00814796],0,Unresolved,0.9918521,0.008147958
4373,c070f415-a562-4d98-be28-88b8aafb2e2c,46,Unresolved,Monitor in 2019,Unresolved,0,[0.9933634  0.00663668],0,Unresolved,0.9933634,0.006636683
4375,c070f415-a562-4d98-be28-88b8aafb2e2c,48,Unresolved,Monitor in 2019,Unresolved,0,[0.98970103 0.01029898],0,Unresolved,0.98970103,0.010298981
4378,c070f415-a562-4d98-be28-88b8aafb2e2c,51,Unresolved,Monitor in 2019,Unresolved,0,[0.99289167 0.00710838],0,Unresolved,0.99289167,0.007108385
4379,c070f415-a562-4d98-be28-88b8aafb2e2c,52,Unresolved,Monitor in 2019,Unresolved,0,[0.99310195 0.00689811],0,Unresolved,0.99310195,0.006898108
4380,c070f415-a562-4d98-be28-88b8aafb2e2c,53,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.9940943  0.00590569],0,Unresolved,0.9940943,0.005905686
4381,c070f415-a562-4d98-be28-88b8aafb2e2c,54,Unresolved,Repair sediment fencing and monitor in 2019,Unresolved,0,[0.99318635 0.00681363],0,Unresolved,0.99318635,0.006813628
4382,c070f415-a562-4d98-be28-88b8aafb2e2c,55,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9897469  0.01025306],0,Unresolved,0.9897469,0.010253063
4383,c070f415-a562-4d98-be28-88b8aafb2e2c,56,Unresolved,Monitor in 2019 and <s>control as required</s>,Unresolved,0,[0.9930266 0.0069734],0,Unresolved,0.9930266,0.006973396
4385,c070f415-a562-4d98-be28-88b8aafb2e2c,58,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9943159  0.00568408],0,Unresolved,0.9943159,0.005684081
4386,c070f415-a562-4d98-be28-88b8aafb2e2c,59,Unresolved,Monitor in 2019,Unresolved,0,[0.99080807 0.00919197],0,Unresolved,0.99080807,0.009191974
4387,c070f415-a562-4d98-be28-88b8aafb2e2c,60,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.9934422 0.0065578],0,Unresolved,0.9934422,0.006557803
4388,c070f415-a562-4d98-be28-88b8aafb2e2c,61,Unresolved,Monitor in 2019,Unresolved,0,[0.98964804 0.01035201],0,Unresolved,0.98964804,0.010352013
4389,c070f415-a562-4d98-be28-88b8aafb2e2c,62,Unresolved,Monitor in 2019,Unresolved,0,[0.990054   0.00994596],0,Unresolved,0.990054,0.009945963
4390,c070f415-a562-4d98-be28-88b8aafb2e2c,63,Unresolved,Monitor in 2019,Unresolved,0,[0.9937342  0.00626584],0,Unresolved,0.9937342,0.006265842
4393,c070f415-a562-4d98-be28-88b8aafb2e2c,66,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.99447554 0.00552449],0,Unresolved,0.99447554,0.005524489
4398,c070f415-a562-4d98-be28-88b8aafb2e2c,71,Unresolved,Monitor in 2019,Unresolved,0,[0.99328315 0.0067168 ],0,Unresolved,0.99328315,0.006716801
4399,c070f415-a562-4d98-be28-88b8aafb2e2c,72,Unresolved,Monitor in 2019,Unresolved,0,[0.99146736 0.00853265],0,Unresolved,0.99146736,0.008532649
4400,c070f415-a562-4d98-be28-88b8aafb2e2c,73,Unresolved,Monitor in 2019,Unresolved,0,[0.9929676  0.00703246],0,Unresolved,0.9929676,0.007032464
4403,c070f415-a562-4d98-be28-88b8aafb2e2c,76,Unresolved,Remediate sinkhole and monitor in 2019,Unresolved,0,[0.99117684 0.0088232 ],0,Unresolved,0.99117684,0.008823201
4405,c070f415-a562-4d98-be28-88b8aafb2e2c,78,Unresolved,Monitor in 2019,Unresolved,0,[0.9899423  0.01005762],0,Unresolved,0.9899423,0.010057619
4406,c070f415-a562-4d98-be28-88b8aafb2e2c,79,Unresolved,Monitor in 2019,Unresolved,0,[0.9926125  0.00738747],0,Unresolved,0.9926125,0.00738747
4409,c070f415-a562-4d98-be28-88b8aafb2e2c,82,Unresolved,Monitor in 2019,Unresolved,0,[0.9944969  0.00550317],0,Unresolved,0.9944969,0.005503166
4411,c070f415-a562-4d98-be28-88b8aafb2e2c,84,Unresolved,Monitor in 2019,Unresolved,0,[0.992815   0.00718493],0,Unresolved,0.992815,0.00718493
4413,c070f415-a562-4d98-be28-88b8aafb2e2c,86,Unresolved,Monitor in 2019,Unresolved,0,[0.9899194  0.01008054],0,Unresolved,0.9899194,0.010080541
4414,c070f415-a562-4d98-be28-88b8aafb2e2c,87,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.9908937  0.00910631],0,Unresolved,0.9908937,0.00910631
4415,c070f415-a562-4d98-be28-88b8aafb2e2c,88,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.991869   0.00813102],0,Unresolved,0.991869,0.008131016
4416,c070f415-a562-4d98-be28-88b8aafb2e2c,89,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.9920906  0.00790937],0,Unresolved,0.9920906,0.007909368
4417,c070f415-a562-4d98-be28-88b8aafb2e2c,90,Unresolved,Monitor in 2019,Unresolved,0,[0.9889135  0.01108645],0,Unresolved,0.9889135,0.011086454
4418,c070f415-a562-4d98-be28-88b8aafb2e2c,91,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.99137646 0.00862361],0,Unresolved,0.99137646,0.008623606
4419,c070f415-a562-4d98-be28-88b8aafb2e2c,92,Unresolved,Monitor in 2019,Unresolved,0,[0.9907516  0.00924835],0,Unresolved,0.9907516,0.009248351
4420,c070f415-a562-4d98-be28-88b8aafb2e2c,93,Unresolved,Monitor in 2019,Unresolved,0,[0.98946875 0.01053124],0,Unresolved,0.98946875,0.010531241
4424,c070f415-a562-4d98-be28-88b8aafb2e2c,97,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9872914 0.0127086],0,Unresolved,0.9872914,0.012708603
4425,c070f415-a562-4d98-be28-88b8aafb2e2c,98,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9876687  0.01233132],0,Unresolved,0.9876687,0.012331323
4426,c070f415-a562-4d98-be28-88b8aafb2e2c,99,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9939867  0.00601329],0,Unresolved,0.9939867,0.00601329
4427,c070f415-a562-4d98-be28-88b8aafb2e2c,100,Unresolved,Monitor in 2019 and control as required,Unresolved,0,[0.9912442  0.00875585],0,Unresolved,0.9912442,0.008755853
4428,c070f415-a562-4d98-be28-88b8aafb2e2c,101,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9906158  0.00938418],0,Unresolved,0.9906158,0.009384178
4429,c070f415-a562-4d98-be28-88b8aafb2e2c,102,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9926795  0.00732053],0,Unresolved,0.9926795,0.007320528
4431,c070f415-a562-4d98-be28-88b8aafb2e2c,104,Unresolved,Monitor in 2019,Unresolved,0,[0.98258    0.01741997],0,Unresolved,0.98258,0.01741997
4432,c070f415-a562-4d98-be28-88b8aafb2e2c,105,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.98915917 0.0108408 ],0,Unresolved,0.98915917,0.010840796
4433,c070f415-a562-4d98-be28-88b8aafb2e2c,106,Unresolved,<s>Monitor in 2019</s>,Unresolved,0,[0.9902396  0.00976036],0,Unresolved,0.9902396,0.00976036
4814,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,1,Unresolved,Repair rill erosion and continue monitoring vegetation establishment and erosion potential in 2012.,Unresolved,0,[0.74613094 0.253869  ],0,Unresolved,0.74613094,0.253869
4815,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,2,Unresolved,Recontour the right-of-way as close to the preconstruction profile as possible in 2011 and monitor all locations in 2012.,Unresolved,0,[0.98969704 0.01030293],0,Unresolved,0.98969704,0.010302926
4816,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,3,Resolved,None.,Resolved,1,[5.7693559e-04 9.9942315e-01],1,Resolved,0.000576936,0.99942315
4817,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,4,Unresolved,Continue monitoring crop growth and soil erosion potential in 2012.,Unresolved,0,[0.2333628 0.7666372],1,Resolved,0.2333628,0.7666372
4818,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,5,Unresolved,Continue monitoring crop growth in 2012.,Unresolved,0,[0.17621604 0.82378393],1,Resolved,0.17621604,0.82378393
4819,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,6,Resolved,None.,Resolved,1,[6.697857e-04 9.993303e-01],1,Resolved,0.000669786,0.9993303
4820,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,7,Resolved,None.,Resolved,1,[6.3219387e-04 9.9936777e-01],1,Resolved,0.000632194,0.9993678
4821,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,8,Unresolved,Recontour the right-of-way as close to the preconstruction profile as possible in 2011 and monitor all locations in 2012.,Unresolved,0,[0.9887983  0.01120165],0,Unresolved,0.9887983,0.011201647
4822,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,9,Resolved,None.,Resolved,1,[6.5354706e-04 9.9934644e-01],1,Resolved,0.000653547,0.99934644
4823,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,10,Unresolved,Recontour the right-of-way as close to the preconstruction profile as possible in 2011 and monitor all locations in 2012.,Unresolved,0,[0.9917949  0.00820517],0,Unresolved,0.9917949,0.008205165
4824,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,11,Resolved,None.,Resolved,1,[7.158089e-04 9.992842e-01],1,Resolved,0.000715809,0.9992842
4825,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,12,Resolved,None.,Resolved,1,[6.839617e-04 9.993161e-01],1,Resolved,0.000683962,0.9993161
4826,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,13,Resolved,None.,Resolved,1,[5.794542e-04 9.994205e-01],1,Resolved,0.000579454,0.9994205
4828,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,15,Resolved,None.,Resolved,1,[4.5741434e-04 9.9954259e-01],1,Resolved,0.000457414,0.9995426
4829,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,16,Unresolved,Monitor crop growth in 2012.,Unresolved,0,[0.9877108  0.01228925],0,Unresolved,0.9877108,0.012289252
4830,ec74ee05-cc24-4424-92ff-d7b4e93ff09c,17,Resolved,None.,Resolved,1,[6.9487235e-04 9.9930513e-01],1,Resolved,0.000694872,0.9993051
